,latitude,longitude,station_name,climate_id,datetime,temp,feature_id,map
900,43.0,-80.0,TORONTO CITY,6158355,2024-09-19 19:00,21.5,0e31fef3d05311d892e2080020a0f4c9,030M11
901,43.0,-80.0,TORONTO CITY,6158355,2024-09-19 19:00,21.5,582aeb6dc6ce11d892e2080020a0f4c9,030M04
902,43.0,-80.0,TORONTO CITY,6158355,2024-09-19 20:00,20.0,0e31fef3d05311d892e2080020a0f4c9,030M11
903,43.0,-80.0,TORONTO CITY,6158355,2024-09-19 20:00,20.0,582aeb6dc6ce11d892e2080020a0f4c9,030M04
904,43.0,-80.0,TORONTO CITY,6158355,2024-09-19 21:00,19.2,0e31fef3d05311d892e2080020a0f4c9,030M11
905,43.0,-80.0,TORONTO CITY,6158355,2024-09-19 21:00,19.2,582aeb6dc6ce11d892e2080020a0f4c9,030M04
906,43.0,-80.0,TORONTO CITY,6158355,2024-09-19 22:00,19.0,0e31fef3d05311d892e2080020a0f4c9,030M11
907,43.0,-80.0,TORONTO CITY,6158355,2024-09-19 22:00,19.0,582aeb6dc6ce11d892e2080020a0f4c9,030M04
908,43.0,-80.0,TORONTO CITY,6158355,2024-09-19 23:00,18.3,0e31fef3d05311d892e2080020a0f4c9,030M11
909,43.0,-80.0,TORONTO CITY,6158355,2024-09-19 23:00,18.3,582aeb6dc6ce11d892e2080020a0f4c9,030M04
910,43.0,-80.0,TORONTO CITY,6158355,2024-09-20 00:00,18.1,0e31fef3d05311d892e2080020a0f4c9,030M11
911,43.0,-80.0,TORONTO CITY,6158355,2024-09-20 00:00,18.1,582aeb6dc6ce11d892e2080020a0f4c9,030M04
912,43.0,-80.0,TORONTO CITY,6158355,2024-09-20 01:00,17.7,0e31fef3d05311d892e2080020a0f4c9,030M11
913,43.0,-80.0,TORONTO CITY,6158355,2024-09-20 01:00,17.7,582aeb6dc6ce11d892e2080020a0f4c9,030M04
914,43.0,-80.0,TORONTO CITY,6158355,2024-09-20 02:00,17.6,0e31fef3d05311d892e2080020a0f4c9,030M11
915,43.0,-80.0,TORONTO CITY,6158355,2024-09-20 02:00,17.6,582aeb6dc6ce11d892e2080020a0f4c9,030M04
916,43.0,-80.0,TORONTO CITY,6158355,2024-09-20 03:00,17.3,0e31fef3d05311d892e2080020a0f4c9,030M11
917,43.0,-80.0,TORONTO CITY,6158355,2024-09-20 03:00,17.3,582aeb6dc6ce11d892e2080020a0f4c9,030M04
918,43.0,-80.0,TORONTO CITY,6158355,2024-09-20 04:00,17.1,0e31fef3d05311d892e2080020a0f4c9,030M11
919,43.0,-80.0,TORONTO CITY,6158355,2024-09-20 04:00,17.1,582aeb6dc6ce11d892e2080020a0f4c9,030M04
920,43.0,-80.0,TORONTO CITY,6158355,2024-09-20 05:00,16.8,0e31fef3d05311d892e2080020a0f4c9,030M11
921,43.0,-80.0,TORONTO CITY,6158355,2024-09-20 05:00,16.8,582aeb6dc6ce11d892e2080020a0f4c9,030M04
922,43.0,-80.0,TORONTO CITY,6158355,2024-09-20 06:00,16.5,0e31fef3d05311d892e2080020a0f4c9,030M11
923,43.0,-80.0,TORONTO CITY,6158355,2024-09-20 06:00,16.5,582aeb6dc6ce11d892e2080020a0f4c9,030M04
924,43.0,-80.0,TORONTO CITY,6158355,2024-09-20 07:00,17.1,0e31fef3d05311d892e2080020a0f4c9,030M11
925,43.0,-80.0,TORONTO CITY,6158355,2024-09-20 07:00,17.1,582aeb6dc6ce11d892e2080020a0f4c9,030M04
926,43.0,-80.0,TORONTO CITY,6158355,2024-09-20 08:00,19.8,0e31fef3d05311d892e2080020a0f4c9,030M11
927,43.0,-80.0,TORONTO CITY,6158355,2024-09-20 08:00,19.8,582aeb6dc6ce11d892e2080020a0f4c9,030M04
928,43.0,-80.0,TORONTO CITY,6158355,2024-09-20 09:00,22.2,0e31fef3d05311d892e2080020a0f4c9,030M11
929,43.0,-80.0,TORONTO CITY,6158355,2024-09-20 09:00,22.2,582aeb6dc6ce11d892e2080020a0f4c9,030M04
930,43.0,-80.0,TORONTO CITY,6158355,2024-09-20 10:00,23.1,0e31fef3d05311d892e2080020a0f4c9,030M11
931,43.0,-80.0,TORONTO CITY,6158355,2024-09-20 10:00,23.1,582aeb6dc6ce11d892e2080020a0f4c9,030M04
932,43.0,-80.0,TORONTO CITY,6158355,2024-09-20 11:00,23.9,0e31fef3d05311d892e2080020a0f4c9,030M11
933,43.0,-80.0,TORONTO CITY,6158355,2024-09-20 11:00,23.9,582aeb6dc6ce11d892e2080020a0f4c9,030M04
934,43.0,-80.0,TORONTO CITY,6158355,2024-09-20 12:00,24.1,0e31fef3d05311d892e2080020a0f4c9,030M11
